headword,CEFR,lemma
fossil,C1,fossil
geological,C1,geological
geologically,C1,geologically
house,C1,house
specimen,C1,speciman
enormously,C1,enormously
gem,C1,gem
explanatory,C1,explanatory
vertical,C1,vertical
knowledgeable,C1,knowledgeable
ordinarily,C1,ordinarily
hanging,C1,hang
hanging,C1,hang
tomb,C1,tomb
formulate,C1,formulate
resin,C1,resin
sacrifice,C1,sacrifice
sacrifice,C1,sacrifice
cleanly,C1,cleanly
endorsement,C1,endorsement
stretching,C1,stretch
continuity,C1,continuity
shambles,C1,shamble
claustrophobic,C1,claustrophobic
claustrophobia,C1,claustrophobia
headstrong,C1,headstrong
tact,C1,tact
tactful,C1,tactful
tactfully,C1,tactfully
blister,C1,blister
blister,C1,blister
sponsorship,C1,sponsorship
ego,C1,ego
class,C1,class
saloon,C1,saloon
lap,C1,lap
beforehand,C1,beforehand
slob,C1,slob
coverage,C1,coverage
unplug,C1,unplug
gadget,C1,gadget
rediscover,C1,rediscover
subtly,C1,subtly
brainwash,C1,brainwash
brainwashing,C1,brainwash
implicate,C1,implicate
craft,C1,craft
malfunction,C1,malfunction
dependent,C1,dependent
wayside,C1,wayside
expire,C1,expire
con,C1,con
con,C1,con
puzzle,C1,puzzle
damply,C1,damply
ghostly,C1,ghostly
carrier,C1,carrier
washtub,C1,washtub
apt,C1,apt
apt to,C1,apt
portable,C1,portable
portable,C1,portable
ornamental,C1,ornamental
placid,C1,placid
placidly,C1,placidly
unmanageable,C1,unmanageable
appliance,C1,appliance
relinquish,C1,relinquish
tedious,C1,tedious
tedium,C1,tedium
exert,C1,exert
extortion,C1,extortion
alleviate,C1,alleviate
elaborate,C1,elaborate
elaborate,C1,elaborate
elaboration,C1,elaboration
detest,C1,detest
detestable,C1,detestable
suds,C1,sud
agreeable,C1,agreeable
prowl,C1,prowl
speculate,C1,speculate
speculation,C1,speculation
speculative,C1,speculative
peacock,C1,peacock
disdain,C1,disdain
reenact,C1,reenact
torment,C1,torment
torment,C1,torment
extravagance,C1,extravagance
exploit,C1,exploit
exploitation,C1,exploitation
mechanism,C1,mechanism
hence,C1,hence
offspring,C1,offspring
implicate,C1,implicate
fit,C1,fit
oblige,C1,oblige
drive,C1,drive
drive,C1,drive
collaborate,C1,collaborate
collaborator,C1,collaborator
collaboration,C1,collaboration
collaborative,C1,collaborative
showy,C1,showy
wrangle,C1,wrangle
premise,C1,premise
advantageous,C1,advantageous
parasite,C1,parasite
fanciful,C1,fanciful
poise,C1,poise
customary,C1,customary
insightful,C1,insightful
notable,C1,notable
vicious,C1,vicious
viciously,C1,viciously
pupil,C1,pupil
withdrawn,C1,withdraw
withdrawal,C1,withdrawal
torturous,C1,torturous
depict,C1,depict
depiction,C1,depiction
upheaval,C1,upheaval
shortlist,C1,shortlist
shortlist,C1,shortlist
uneventful,C1,uneventful
pertinent,C1,pertinent
pertain to,C1,pertain
daydream,C1,daydream
daydream,C1,daydream
protagonist,C1,protagonist
simplicity,C1,simplicity
blockbuster,C1,blockbuster
resonate,C1,resonate
sequel,C1,sequel
irony,C1,irony
acidic,C1,acidic
align,C1,align
alignment,C1,alignment
manipulation,C1,manipulation
suitor,C1,suitor
deceit,C1,deceit
alienate,C1,alienate
persuasively,C1,persuasively
compel,C1,compel
confinement,C1,confinement
minutiae,C1,minutia
peasant,C1,peasant
inexplicable,C1,inexplicable
inexplicably,C1,inexplicably
pigeon,C1,pigeon
harass,C1,harass
harassment,C1,harassment
believably,C1,believably
readable,C1,readable
cleverness,C1,cleverness
persecute,C1,persecute
persecution,C1,persecution
smug,C1,smug
smugly,C1,smugly
ferocious,C1,ferocious
ferociously,C1,ferociously
hostile,C1,hostile
hostility,C1,hostility
dismay,C1,dismay
dismay,C1,dismay
methodical,C1,methodical
ruthless,C1,ruthless
ruthlessness,C1,ruthlessness
talkative,C1,talkative
awe,C1,awe
clan,C1,clan
privileged,C1,privilege
crumble,C1,crumble
crumb,C1,crumb
pace,C1,pace
closeness,C1,closeness
rarity,C1,rarity
evoke,C1,evoke
repel,C1,repel
repellant,C1,repellant
repellant,C1,repellant
aqua,C1,aqua
aquarium,C1,aquarium
insightful,C1,insightful
insightfully,C1,insightfully
flashback,C1,flashback
self-worth,C1,self
agonize,C1,agonize
cite,C1,cite
citation,C1,citation
recite,C1,recite
ecstasy,C1,ecstasy
ecstatic,C1,ecstatic
ecstatically,C1,ecstatically
pleasurable,C1,pleasurable
nature,C1,nature
substantially,C1,substantially
favorably/favourably,C1,favorably
diversity,C1,diversity
elitist,C1,elitist
grumble,C1,grumble
rumble,C1,rumble
rumble,C1,rumble
neglectful,C1,neglectful
roundup,C1,roundup
conscientious,C1,conscientious
conscientiously,C1,conscientiously
indefinite,C1,indefinite
indefinitely,C1,indefinitely
atmospheric,C1,atmospheric
fuse,C1,fuse
fusion,C1,fusion
robust,C1,robust
robustly,C1,robustly
dismal,C1,dismal
dismally,C1,dismally
crave,C1,crave
craving,C1,crave
prospective,C1,prospective
swap,C1,swap
remotely,C1,remotely
splatter,C1,splatter
automatic,C1,automatic
automatically,C1,automatically
exhaust,C1,exhaust
violet,C1,violet
bubbly,C1,bubbly
chaotically,C1,chaotically
apprehensive,C1,apprehensive
settee,C1,settee
trampoline,C1,trampoline
stamina,C1,stamina
ploy,C1,ploy
dither,C1,dither
overalls,C1,overall
unison,C1,unison
snail,C1,snail
bliss,C1,bliss
inexhaustible,C1,inexhaustible
acre,C1,acre
calf,C1,calf
heifer,C1,heifer
ewe,C1,ewe
adversary,C1,adversary
victorious,C1,victorious
victoriously,C1,victoriously
profound,C1,profound
profoundly,C1,profoundly
baldly,C1,baldly
bald,C1,bald
bearded,C1,beard
professionalism,C1,professionalism
artistically,C1,artistically
popularization,C1,popularization
pendulum,C1,pendulum
predecessor,C1,predecessor
boast,C1,boast
lapse,C1,lapse
ceaseless,C1,ceaseless
ceaselessly,C1,ceaselessly
climax,C1,climax
climactic,C1,climactic
anticlimactic,C1,anticlimactic
scramble,C1,scramble
forfeit,C1,forfeit
twitch,C1,twitch
twitch,C1,twitch
intellect,C1,intellect
descent,C1,descent
shed,C1,shed
exodus,C1,exodus
immortalize,C1,immortalize
genome,C1,genome
fraction,C1,fraction
faction,C1,faction
physique,C1,physique
utensil,C1,utensil
otter,C1,otter
clammy,C1,clammy
absolute,C1,absolute
dispense,C1,dispense
dispensable,C1,dispensable
dispensary,C1,dispensary
indispensable,C1,indispensable
diverge,C1,diverge
divergence,C1,divergence
divergent,C1,divergent
burst,C1,burst
superficial,C1,superficial
superficially,C1,superficially
aesthetic,C1,aesthetic
aesthetically,C1,aesthetically
scrutinize/scrutinise,C1,scrutinize
scrutiny,C1,scrutiny
quip,C1,quip
quip,C1,quip
woo,C1,woo
criteria,C1,criterion
plausible,C1,plausible
plausibility,C1,plausibility
plausibly,C1,plausibly
instinctive,C1,instinctive
instinctively,C1,instinctively
stylistic,C1,stylistic
stylistically,C1,stylistically
inheritance,C1,inheritance
inherent,C1,inherent
inherently,C1,inherently
tune,C1,tune
spontaneous,C1,spontaneous
spontaneously,C1,spontaneously
honk,C1,honk
honk,C1,honk
goose,C1,goose
innovate,C1,innovate
innovation,C1,innovation
innovative,C1,innovative
connoisseur,C1,connoisseur
abstraction,C1,abstraction
tantrum,C1,tantrum
institute,C1,institute
discard,C1,discard
fatality,C1,fatality
angle,C1,angle
stiffen,C1,stiffen
wooded,C1,woode
hostile,C1,hostile
hostility,C1,hostility
flatter,C1,flatter
flattery,C1,flattery
aimless,C1,aimless
aimlessly,C1,aimlessly
meaningless,C1,meaningless
meaninglessly,C1,meaninglessly
candid,C1,candid
candidly,C1,candidly
vitality,C1,vitality
provoke,C1,provoke
provocative,C1,provocative
provocatively,C1,provocatively
clench,C1,clench
haggle,C1,haggle
scorn,C1,scorn
scornful,C1,scornful
scornfully,C1,scornfully
animatedly,C1,animatedly
obscure,C1,obscure
obscure,C1,obscure
obscurely,C1,obscurely
elevate,C1,elevate
elevation,C1,elevation
pose,C1,pose
tedious,C1,tedious
tediously,C1,tediously
succession,C1,succession
formality,C1,formality
jog,C1,jog
mountaineer,C1,mountaineer
pioneer,C1,pioneer
pioneer,C1,pioneer
quest,C1,quest
transatlantic,C1,transatlantic
rudiments,C1,rudiment
rudimentary,C1,rudimentary
paddle,C1,paddle
immense,C1,immense
immensely,C1,immensely
advisory,C1,advisory
trying,C1,try
adrenaline,C1,adrenaline
tinker,C1,tinker
tinker,C1,tinker
lavatory,C1,lavatory
expedition,C1,expedition
pinnacle,C1,pinnacle
insecure,C1,insecure
insecurely,C1,insecurely
reassure,C1,reassure
reassurance,C1,reassurance
insensitive,C1,insensitive
insensitively,C1,insensitively
profess,C1,profess
drawback,C1,drawback
resort,C1,resort
resort,C1,resort
oversee,C1,oversee
overseer,C1,overseer
estimation,C1,estimation
commission,C1,commission
commission,C1,commission
liaison,C1,liaison
stressfully,C1,stressfully
loom,C1,loom
notwithstanding,C1,notwithstanding
structurally,C1,structurally
structural,C1,structural
chauffer,C1,chauffer
chauffer,C1,chauffer
sedentary,C1,sedentary
rapport,C1,rapport
landscape,C1,landscape
consultation,C1,consultation
consultancy,C1,consultancy
bloom,C1,bloom
engineer,C1,engineer
retention,C1,retention
quarry,C1,quarry
specification,C1,specification
contract,C1,contract
contract,C1,contract
contractor,C1,contractor
query,C1,query
possessor,C1,possessor
chill,C1,chill
chill,C1,chill
chilly,C1,chilly
frost,C1,frost
frosty,C1,frosty
frostily,C1,frostily
man,C1,man
unmanned,C1,unmanned
impersonal,C1,impersonal
impersonally,C1,impersonally
impersonate,C1,impersonate
impersonator,C1,impersonator
impersonation,C1,impersonation
buzzer,C1,buzzer
desert,C1,desert
desertion,C1,desertion
unoccupied,C1,unoccupied
stuffy,C1,stuffy
stuffily,C1,stuffily
stuffiness,C1,stuffiness
gape,C1,gape
gape,C1,gape
repute,C1,repute
toughness,C1,toughness
recall,C1,recall
recollection,C1,recollection
plumbing,C1,plumbing
usher,C1,usher
glum,C1,glum
glumly,C1,glumly
gamely,C1,gamely
dissect,C1,dissect
dissection,C1,dissection
commend,C1,commend
commendation,C1,commendation
thereby,C1,thereby
flick,C1,flick
flicker,C1,flicker
unenviable,C1,unenviable
unenviably,C1,unenviably
voice,C1,voice
tread,C1,tread
allege,C1,allege
allegation,C1,allegation
bribe,C1,bribe
bribe,C1,bribe
bribery,C1,bribery
inclusion,C1,inclusion
inclusive,C1,inclusive
inclusively,C1,inclusively
unconvincing,C1,unconvincing
unconvincingly,C1,unconvincingly
recharge,C1,recharge
facilitation,C1,facilitation
condition,C1,condition
conditional,C1,conditional
conditionally,C1,conditionally
tone,C1,tone
align,C1,align
alignment,C1,alignment
supple,C1,supple
manicure,C1,manicure
manicure,C1,manicure
pedicure,C1,pedicure
facial,C1,facial
facial,C1,facial
bouquet,C1,bouquet
refurbish,C1,refurbish
refurbishment,C1,refurbishment
grounds,C1,ground
grounds,C1,ground
grounds,C1,ground
ground,C1,ground
lethargy,C1,lethargy
lethargic,C1,lethargic
lethargically,C1,lethargically
stately,C1,stately
conserve,C1,conserve
conservatory,C1,conservatory
disquieting,C1,disquiet
fiercely,C1,fiercely
grapefruit,C1,grapefruit
exotic,C1,exotic
exotically,C1,exotically
flask,C1,flask
spacious,C1,spacious
gourmet,C1,gourmet
gourmet,C1,gourmet
rich,C1,rich
conjure,C1,conjure
creamy,C1,creamy
sauna,C1,sauna
remedial,C1,remedial
posture,C1,posture
sedate,C1,sedate
sedately,C1,sedately
sedate,C1,sedate
clutch,C1,clutch
clutch,C1,clutch
stagger,C1,stagger
staggering,C1,staggering
dutiful,C1,dutiful
dutifully,C1,dutifully
calorie,C1,calorie
firm,C1,firm
fabulously,C1,fabulously
premise,C1,premise
premises,C1,premise
eclectic,C1,eclectic
eclectic,C1,eclectic
eclectically,C1,eclectically
revere,C1,revere
harbor/harbour,C1,harbor
recognizable/recognisable,C1,recognizable
recognizably/recognisably,C1,recognizably
batter,C1,batter
battery,C1,battery
batter,C1,batter
batter,C1,batter
unreliably,C1,unreliably
waterfront,C1,waterfront
amply,C1,amply
amplification,C1,amplification
battered,C1,batter
battered,C1,batter
comply,C1,comply
compliance,C1,compliance
compliant,C1,compliant
compliantly,C1,compliantly
blankness,C1,blankness
exuberant,C1,exuberant
exuberance,C1,exuberance
exuberantly,C1,exuberantly
linear,C1,linear
linearly,C1,linearly
flourish,C1,flourish
flourish,C1,flourish
anchor,C1,anchor
anchored,C1,anchor
domination,C1,domination
dominant,C1,dominant
dominantly,C1,dominantly
interject,C1,interject
interjection,C1,interjection
gush,C1,gush
gushing,C1,gush
gush,C1,gush
gushingly,C1,gushingly
voracious,C1,voracious
voraciously,C1,voraciously
sketchbook,C1,sketchbook
sketch,C1,sketch
prop,C1,prop
prop,C1,prop
imp,C1,imp
impish,C1,impish
impishly,C1,impishly
wicked,C1,wicked
wickedly,C1,wickedly
macabre,C1,macabre
gusto,C1,gusto
tantamount,C1,tantamount
antics,C1,antic
lapse,C1,lapse
lapse,C1,lapse
relapse,C1,relapse
relapse,C1,relapse
impede,C1,impede
impediment,C1,impediment
taut,C1,taut
tautly,C1,tautly
jersey,C1,jersey
jersey,C1,jersey
startling,C1,startle
startlingly,C1,startlingly
slack,C1,slack
slack,C1,slack
slack,C1,slack
slackly,C1,slackly
unwavering,C1,unwavere
unwaveringly,C1,unwaveringly
removed,C1,remove
buffoon,C1,buffoon
beguiling,C1,beguiling
beguilingly,C1,beguilingly
blithely,C1,blithely
stray,C1,stray
stray,C1,stray
stray,C1,stray
mythological,C1,mythological
mythology,C1,mythology
venerate,C1,venerate
veneration,C1,veneration
ethical,C1,ethical
ethically,C1,ethically
heroine,C1,heroine
refreshing,C1,refresh
refresh,C1,refresh
refreshingly,C1,refreshingly
zany,C1,zany
devotee,C1,devotee
salve,C1,salve
salvation,C1,salvation
salvage,C1,salvage
staccato,C1,staccato
staccato,C1,staccato
verve,C1,verve
motley,C1,motley
preach,C1,preach
preacher,C1,preacher
behind,C1,behind
continuity,C1,continuity
justly,C1,justly
wry,C1,wry
wryly,C1,wryly
poetess,C1,poetess
confide,C1,confide
sentient,C1,sentient
sentiment,C1,sentiment
sentimental,C1,sentimental
sentimentally,C1,sentimentally
tangle,C1,tangle
tangle,C1,tangle
tangled,C1,tangle
untangle,C1,untangle
untangled,C1,untangle
perceptive,C1,perceptive
perceptively,C1,perceptively
outset,C1,outset
tycoon,C1,tycoon
launch,C1,launch
engross,C1,engross
engrossing,C1,engross
plague,C1,plague
orphan,C1,orphan
detritus,C1,detritus
detriment,C1,detriment
detrimental,C1,detrimental
detrimentally,C1,detrimentally
domestically,C1,domestically
domesticate,C1,domesticate
domestication,C1,domestication
eccentric,C1,eccentric
eccentric,C1,eccentric
eccentrically,C1,eccentrically
render,C1,render
rendering,C1,render
pathos,C1,pathos
tailor,C1,tailor
tailor,C1,tailor
personalize/personalise,C1,personalize
personalization/personalisation,C1,personalization
personification,C1,personification
limitless,C1,limitless
apprentice,C1,apprentice
apprentice,C1,apprentice
apprenticeship,C1,apprenticeship
precision,C1,precision
swap,C1,swap
swap,C1,swap
perfect,C1,perfect
silhouette,C1,silhouette
nondescript,C1,nondescript
signal,C1,signal
negligible,C1,negligible
negligent,C1,negligent
negligently,C1,negligently
principally,C1,principally
altruism,C1,altruism
altruistic,C1,altruistic
scenario,C1,scenario
voluntary,C1,voluntary
voluntarily,C1,voluntarily
reap,C1,reap
paternal,C1,paternal
maternal,C1,maternal
maternalistic,C1,maternalistic
paternalistic,C1,paternalistic
provisions,C1,provision
injustice,C1,injustice
impoverished,C1,impoverish
unsustainable,C1,unsustainable
unsustainably,C1,unsustainably
sustainable,C1,sustainable
sustainably,C1,sustainably
bypass,C1,bypass
imperative,C1,imperative
imperative,C1,imperative
cynic,C1,cynic
cynical,C1,cynical
cynically,C1,cynically
cynicism,C1,cynicism
sarcasm,C1,sarcasm
sarcastic,C1,sarcastic
sarcastically,C1,sarcastically
misplace,C1,misplace
symptomatic,C1,symptomatic
degrade,C1,degrade
degrading,C1,degrade
degradation,C1,degradation
discourse,C1,discourse
amid,C1,amid
hedgehog,C1,hedgehog
nocturnal,C1,nocturnal
hibernate,C1,hibernate
hibernation,C1,hibernation
convict,C1,convict
convict,C1,convict
conviction,C1,conviction
latent,C1,latent
snooze,C1,snooze
classy,C1,classy
wrench,C1,wrench
reminisce,C1,reminisce
reminiscent,C1,reminiscent
intuit,C1,intuit
intuition,C1,intuition
intuitive,C1,intuitive
intuitively,C1,intuitively
marginal,C1,marginal
marginally,C1,marginally
crude,C1,crude
crudely,C1,crudely
strap,C1,strap
strap,C1,strap
strapping,C1,strap
scoff,C1,scoff
fiddly,C1,fiddly
fiddler,C1,fiddler
fiddle,C1,fiddle
fiddle,C1,fiddle
unmusical,C1,unmusical
unmusically,C1,unmusically
repertory,C1,repertory
concerto,C1,concerto
premier,C1,premier
premier,C1,premier
fanatic,C1,fanatic
fanatic,C1,fanatic
fanatically,C1,fanatically
acoustically,C1,acoustically
acoustic,C1,acoustic
acoustics,C1,acoustic
compromised,C1,compromise
daunt,C1,daunt
daunting,C1,daunt
realist,C1,realist
realism,C1,realism
recess,C1,recess
recess,C1,recess
recessive,C1,recessive
prolific,C1,prolific
prolifically,C1,prolifically
proliferate,C1,proliferate
fragmentation,C1,fragmentation
campaign,C1,campaign
astray,C1,astray
duration,C1,duration
durable,C1,durable
durable,C1,durable
likelihood,C1,likelihood
naive,C1,naive
naively,C1,naively
naivety,C1,naivety
impervious,C1,impervious
ludicrous,C1,ludicrous
ludicrously,C1,ludicrously
cost-effective,C1,cost
gruesome,C1,gruesome
gruesomely,C1,gruesomely
envisage,C1,envisage
screenwriter,C1,screenwriter
mingle,C1,mingle
churn,C1,churn
buffer,C1,buffer
buffer,C1,buffer
irate,C1,irate
irately,C1,irately
docile,C1,docile
docilely,C1,docilely
fiend,C1,fiend
fiendish,C1,fiendish
fiendishly,C1,fiendishly
transfix,C1,transfix
gypsy,C1,gypsy
temperament,C1,temperament
temperamental,C1,temperamental
temperamentally,C1,temperamentally
screenplay,C1,screenplay
disillusionment,C1,disillusionment
demise,C1,demise
raunchy,C1,raunchy
raunchily,C1,raunchily
overdraft,C1,overdraft
overdraft,C1,overdraft
synopsis,C1,synopsis
renown,C1,renown
contest,C1,contest
contested,C1,contest
verandah,C1,verandah
occupational,C1,occupational
verdict,C1,verdict
ventilate,C1,ventilate
ventilation,C1,ventilation
occupant,C1,occupant
radiator,C1,radiator
homely,C1,homely
bureaucratic,C1,bureaucratic
bureaucratically,C1,bureaucratically
adjustable,C1,adjustable
fatigue,C1,fatigue
muscular,C1,muscular
versatile,C1,versatile
versatility,C1,versatility
stimuli,C1,stimulus
uninspiring,C1,uninspire
mutually,C1,mutually
somber/sombre,C1,somber
somberly/sombrely,C1,somberly
clutter,C1,clutter
clutter,C1,clutter
lodge,C1,lodge
dislodge,C1,dislodge
carpenter,C1,carpenter
carpentry,C1,carpentry
transit,C1,transit
plummet,C1,plummet
circulate,C1,circulate
circulation,C1,circulation
demography,C1,demography
demographic,C1,demographic
demographic,C1,demographic
demographically,C1,demographically
phenomenal,C1,phenomenal
phenomenally,C1,phenomenally
prophet,C1,prophet
prophetic,C1,prophetic
paywall,C1,paywall
firewall,C1,firewall
launch,C1,launch
invoice,C1,invoice
demolition,C1,demolition
demo,C1,demo
gig,C1,gig
socialization,C1,socialization
antiquity,C1,antiquity
antiquated,C1,antiquate
restoration,C1,restoration
restorative,C1,restorative
rotate,C1,rotate
till,C1,till
coupled,C1,couple
itinerary,C1,itinerary
charter,C1,charter
charter,C1,charter
terrain,C1,terrain
resilient,C1,resilient
resilience,C1,resilience
enterprising,C1,enterprise
integral,C1,integral
canoe,C1,canoe
magnetic,C1,magnetic
magnetism,C1,magnetism
magnetically,C1,magnetically
credible,C1,credible
credibly,C1,credibly
credibility,C1,credibility
credential,C1,credential
acutely,C1,acutely
prohibitive,C1,prohibitive
prohibitively,C1,prohibitively
fissure,C1,fissure
pendulum,C1,pendulum
pendulous,C1,pendulous
suspension,C1,suspension
aboard,C1,aboard
drill,C1,drill
drill,C1,drill
anthropology,C1,anthropology
anthropologist,C1,anthropologist
squander,C1,squander
munch,C1,munch
adjoin,C1,adjoin
adjoining,C1,adjoin
wizened,C1,wizene
graft,C1,graft
orchard,C1,orchard
seedling,C1,seedle
tract,C1,tract
folktale,C1,folktale
sprout,C1,sprout
sprout,C1,sprout
hypocrisy,C1,hypocrisy
hypocrite,C1,hypocrite
hypocritical,C1,hypocritical
hypocritically,C1,hypocritically
midwife,C1,midwife
harvest,C1,harvest
commercially,C1,commercially
uniformity,C1,uniformity
numb,C1,numb
numb,C1,numb
tastebud,C1,tastebud
amateur,C1,amateur
amateur,C1,amateur
retrace,C1,retrace
chart,C1,chart
insubordinate,C1,insubordinate
insubordination,C1,insubordination
insubordinately,C1,insubordinately
subordinate,C1,subordinate
primitively,C1,primitively
embark,C1,embark
expedite,C1,expedite
contextual,C1,contextual
contextually,C1,contextually
whilst,C1,whilst
maneuver/manoeuvre,C1,maneuver
maneuver/manoeuvre,C1,maneuver
riveting,C1,rivet
plunge,C1,plunge
plunge,C1,plunge
debut,C1,debut
debut,C1,debut
turmoil,C1,turmoil
scathing,C1,scathing
unscathing,C1,unscathe
convoluted,C1,convolute
undaunted,C1,undaunted
gutsy,C1,gutsy
deprivation,C1,deprivation
farce,C1,farce
portray,C1,portray
portrayal,C1,portrayal
elusive,C1,elusive
elude,C1,elude
incisor,C1,incisor
incision,C1,incision
chisel,C1,chisel
chiselled,C1,chisel
gnaw,C1,gnaw
elongate,C1,elongate
telltale,C1,telltale
cavity,C1,cavity
rustle,C1,rustle
rustle,C1,rustle
glean,C1,glean
niche,C1,niche
somersault,C1,somersault
somersault,C1,somersault
exhilarate,C1,exhilarate
exhilarating,C1,exhilarate
exhilaration,C1,exhilaration
physicality,C1,physicality
hack,C1,hack
hack,C1,hack
lust,C1,lust
unsettling,C1,unsettling
unsettle,C1,unsettle
suburban,C1,suburban
suburbia,C1,suburbia
dramatist,C1,dramatist
characterization/characterisation,C1,characterization
quirky,C1,quirky
quirky,C1,quirky
sprawl,C1,sprawl
sprawl,C1,sprawl
ingenuity,C1,ingenuity
panorama,C1,panorama
panoramic,C1,panoramic
benign,C1,benign
benignly,C1,benignly
explosively,C1,explosively
bequeath,C1,bequeath
legacy,C1,legacy
synthetic,C1,synthetic
synthetically,C1,synthetically
lackluster/lacklustre,C1,lackluster
elastic,C1,elastic
elastic,C1,elastic
appall/appal,C1,appall
appalling,C1,appal
appallingly,C1,appallingly
pounce,C1,pounce
abound,C1,abound
sap,C1,sap
monotonous,C1,monotonous
monotonously,C1,monotonously
monotony,C1,monotony
turn to ,C1,turn
ingenious,C1,ingenious
plaque,C1,plaque
neutralize/neutralise,C1,neutralize
neutralization/neutralisation,C1,neutralization
salivate,C1,salivate
cessation,C1,cessation
remorse,C1,remorse
remorseless,C1,remorseless
remorsefully,C1,remorsefully
remorselessly,C1,remorselessly
inexcusable,C1,inexcusable
inexcusably,C1,inexcusably
inexhaustible,C1,inexhaustible
unassisted,C1,unassisted
heighten,C1,heighten
fixture,C1,fixture
bulk,C1,bulk
bulky,C1,bulky
bulk up,C1,bulk
digitalize/digitalise,C1,digitalize
digitalization/digitalisation,C1,digitalization
mark-up,C1,mark
complementary,C1,complementary
complimentary,C1,complimentary
staple,C1,staple
wares,C1,ware
testament,C1,testament
succulent,C1,succulent
succulent,C1,succulent
succulently,C1,succulently
tranquil,C1,tranquil
tranquility,C1,tranquility
spartan,C1,spartan
peninsula,C1,peninsula
billiards,C1,billiard
exude,C2,exude
envisage,C2,envisage
headmistress,C2,headmistress
mien,C2,mien
timidity,C2,timidity
unravel,C2,unravel
concurrence,C2,concurrence
unpromising,C2,unpromise
teem,C2,teem
marvel,C2,marvel
outpatient,C2,outpatient
corpse,C2,corpse
apprentice,C2,apprentice
constrained,C2,constrain
quirk,C2,quirk
indignant,C2,indignant
indignantly,C2,indignantly
eccentricity,C2,eccentricity
locomotive,C2,locomotive
locomotion,C2,locomotion
individualism,C2,individualism
enthuse,C2,enthuse
belligerent,C2,belligerent
belligerence,C2,belligerence
stoicism,C2,stoicism
deliberate,C2,deliberate
recluse,C2,recluse
reclusive,C2,reclusive
metalled,C2,metal
brief,C2,brief
oblique,C2,oblique
facsimile,C2,facsimile
shamble,C2,shamble
whir,C2,whir
blight,C2,blight
blight,C2,blight
puritanical,C2,puritanical
brood,C2,brood
brood,C2,brood
disdainful,C2,disdainful
zoologist,C2,zoologist
zoology,C2,zoology
encumbrance,C2,encumbrance
encumber,C2,encumber
hypothesis,C2,hypothesis
hypothesize,C2,hypothesize
hypothetical,C2,hypothetical
parasitic,C2,parasitic
plumage,C2,plumage
utilitarian,C2,utilitarian
utilize,C2,utilize
utility,C2,utility
predilection,C2,predilection
commensurate,C2,commensurate
commensurately,C2,commensurately
vindicate,C2,vindicate
vindication,C2,vindication
parable,C2,parable
poise,C2,poise
minster,C2,minster
wrack,C2,wrack
ironic,C2,ironic
predecessor,C2,predecessor
ally,C2,ally
callous,C2,callous
callously,C2,callously
derelict,C2,derelict
derelict,C2,derelict
materialism,C2,materialism
materialistic,C2,materialistic
ferocity,C2,ferocity
utter,C2,utter
utter,C2,utter
evokingly,C2,evokingly
recitation,C2,recitation
equable,C2,equable
extant,C2,extant
denounce,C2,denounce
denunciation,C2,denunciation
echo,C2,echo
echo,C2,echo
echo,C2,echo
requisition,C2,requisition
substantiate,C2,substantiate
inscrutable,C2,inscrutable
stratosphere,C2,stratosphere
indulge,C2,indulge
indulgence,C2,indulgence
indulgently,C2,indulgently
laudatory,C2,laudatory
laud ,C2,laud
glitz,C2,glitz
glitzy,C2,glitzy
automate,C2,automate
apprehend,C2,apprehend
athleticism,C2,athleticism
daunt,C2,daunt
daunting,C2,daunt
acreage,C2,acreage
affectation,C2,affectation
imposition,C2,imposition
circuit,C2,circuit
stipulate,C2,stipulate
stipulation,C2,stipulation
allot,C2,allot
allotment,C2,allotment
anticlimactically,C2,anticlimactically
forfeiture,C2,forfeiture
blitz,C2,blitz
blitz,C2,blitz
primeval,C2,primeval
tenacity,C2,tenacity
tenacious,C2,tenacious
tenaciously,C2,tenaciously
exact,C2,exact
genomic,C2,genomic
genomically,C2,genomically
capacious,C2,capacious
utilitarian,C2,utilitarian
utilization/utilisation,C2,utilization
unequivocal,C2,unequivocal
unequivocally,C2,unequivocally
spontaneity,C2,spontaneity
provocation,C2,provocation
portraiture,C2,portraiture
tedium,C2,tedium
succeed,C2,succeed
circumnavigate,C2,circumnavigate
circumnavigation,C2,circumnavigation
liaise,C2,liaise
contractual,C2,contractual
contractually,C2,contractually
repute,C2,repute
abject,C2,abject
sheaf,C2,sheaf
articulation,C2,articulation
articulate,C2,articulate
spurious,C2,spurious
spuriously,C2,spuriously
posture,C2,posture
calorific,C2,calorific
fabulate,C2,fabulate
fabulation,C2,fabulation
octogenarian,C2,octogenarian
voracity,C2,voracity
brandish,C2,brandish
repose,C2,repose
repose,C2,repose
encumber,C2,encumber
encumbrance,C2,encumbrance
unencumbered,C2,unencumbered
buffoonery,C2,buffoonery
gauche,C2,gauche
domesticity,C2,domesticity
accrue,C2,accrue
proliferation,C2,proliferation
blandishment,C2,blandishment
pluck,C2,pluck
anthropological,C2,anthropological
anthropologically,C2,anthropologically
carbonize/carbonise,C2,carbonize
monastic,C2,monastic
graft,C2,graft
midwifery,C2,midwifery
adornment,C2,adornment
adorn,C2,adorn
idle,C2,idle
conjecture,C2,conjecture
conjecture,C2,conjecture
malleable,C2,malleable
malleability,C2,malleability
ore,C2,ore
gale,C2,gale
promenade,C2,promenade
testimonial,C2,testimonial
distill,C2,distill
